ID,제목,국가,카테고리점수,style
305,"암네스티, 인권교육 자료로 '오징어게임' 활용",인도네시아,0,기타
306,"봉준호 감독, ""감독으로서 나 자신을 신뢰하지 않아""",미국,10,영화/드라마
307,언어가 주는 울림 - 한글,독일,0,기타
308,‘오징어 게임’ 한국에 대한 집(애)착으로,스페인,10,영화/드라마
309,“오징어 게임” : 비(非) 미국산 시리즈로 도박에 성공한 넷플릭스,프랑스,20,영화/드라마
310,군의 어두운 면 조명한 넷플릭스 드라마 ‘D.P.’,영국,20,영화/드라마
311,강한 유대감을 보여준 행사,터키,0,기타
312,"터키와 한국의 형제애 이야기가 앙카라, 이스탄불, 이즈미르에서 전해집니다",터키,0,기타
313,터키와 한국의 형제애 이야기가 전해집니다,터키,0,기타
314,터키와 한국의 형재애 이야기가 3개 주요 도시에서 행사를 진행한다,터키,0,기타
315,한국문화원 개원 10주년을 맞아 다양한 행사를 마련한다,터키,0,기타
316,"10월 9일 한글날, 한국인에게 어떤 의미가 있을까?",인도네시아,0,기타
317,"베이징 동계올림픽 첫 테스트 이벤트, 네덜란드가 1위",중국,0,기타
318,"한일에 전하고 싶은 여성 비행사의 뜻 조선출신, 일-만 친선비행 중 추락사. <차별에 지지 않는 모습> 한국 여성이 영상화",일본,0,기타
319,"(산들바람) 두나라의 틈새를 오페라로, 한일",일본,0,기타
320,러 봅슬레이 선수 카시야노프 한국 대표팀 코치로 부임,러시아,0,기타
321,모든 사람들이 오징어 게임과 달고나에 대해 언급하는 이유,미국,10,영화/드라마
322,"관광청, 새로운 관광 목표 설정",태국,0,기타
323,자연의 매력을 느끼다…韓 제주 만장굴,중국,0,기타
324,"봉준호감독, 하마구치감독을 칭찬 한국 부산국제영화제에서 대담",일본,0,기타
325,"남북 외교관, 분단을 넘은 탈출극 30년 전 소말리아 실화를 영화화",일본,0,기타
326,"신태용호 인도네시아, 대만에 승리 하지만...",인도네시아,0,기타
327,사천왕사 왓소 2년 연속 중지에,일본,0,기타
328,"K-pop부터 오징어게임까지, 한국 경제향상 3가지 포인트",인도네시아,100,KPOP
329,한국-베트남 수교 30주년 기념 로고 디자인 공모전,베트남,0,기타
330,‘오징어 게임’의 세계적인 성공에 어리둥절한 한국인들,영국,10,영화/드라마
331,‘코리아그랜드세일’ 온라인 플랫폼 정식 개통,중국,0,기타
332,카를라 아빌라가 누구인가? '오징어 게임'에 출연한 멕시코 여배우,멕시코,20,영화/드라마
333,'아르헨티나 김치의 날' 제정 결의안 아르헨티나 상원 통과,아르헨티나,-1,음식/뷰티
334,블라디보스톡에서 제2회 한국의 날 개최,러시아,0,기타
335,러 블라고베셴스키시 한글날 축제 개최,러시아,0,기타
336,<다이아나: 더뮤지컬>평론: 더 나았다면 사실 끔찍한 연민이 됐을 것,영국,0,기타
337,"주태국 대사관, 한국 국경일 행사",태국,0,기타
338,"주태국 대사관, 한국 국경일 행사에 양국 문화 반영",태국,0,기타
339,韓 셀프사진관 인기…다양한 방식으로 고객 유치,중국,0,기타
340,"불고기부터 먹방까지, 한국 단어 26개 옥스포드 사전에 등재",인도네시아,0,기타
341,韓 ‘부산국제영화제’ 오늘 개막,중국,0,기타
342,러 이르쿠츠크주와 한국 경상북도 자매결연 25주년 온라인 기념식 개최,러시아,0,기타
343,"미 전문가들 ""한국의 소프트 파워, 북한 서서히 변화시킬 힘 있어""",미국,0,기타
344,방탄소년단과 콜드플레이 'My Universe' 빌보드 핫 100 1위 차지,인도,100,KPOP
345,"설명: 한국 쇼 오징어 게임은 무엇이며, 미친 인기의 이유는 무엇일까?",인도,10,영화/드라마
346,옥스포드 영어사전에 26개의 새로운 한국어 단어 추가,인도,0,기타
347,공격적인 노래 금지,인도,0,기타
348,<오징어 게임>의 성공은 세계화와 자유무역의 혜택 방증,미국,10,영화/드라마
349,"김밥 샌드위치, 도시인을 위한 간편 메뉴",태국,0,기타
350,기회가 기다린다,태국,0,기타
351,'모가디슈' 내년 오스카 한국후보로 선정,인도네시아,20,영화/드라마
352,"맨체스터 유나이티드 출신 박지성 선수, 팬들에 인종차별적 응원가 중단 요청",영국,0,기타
353,‘오징어 게임’ 정호연 “내가 얻은 가장 큰 교훈은 사람에 대한 신뢰가 필요하다는 것”,영국,20,영화/드라마
354,"주태국 문화원, 온라인 태권도 강좌",태국,0,기타
355,"주태국 대사관, 국경일 기념행사",태국,0,기타
356,"주태국 대사관, 국경일 기념행사",태국,0,기타
357,"주태국 대사관, 국경일 기념행사",태국,0,기타
358,"주태국 대사관, 한국-태국 문화 홍보하며 국경일 행사 개최",태국,0,기타
359,"주태국 대사관, 방콕시청사 전면을 양국 문화의 배경으로 삼다",태국,0,기타
360,"주태국 대사관 한국 국경일 행사, 태국-한국 소프트파워의 교류",태국,0,기타
361,자카르타에 열린 흥미로운 행사 '2021 Korea Festival',인도네시아,0,기타
362,아랍 세계로 스며드는 한국 문화,사우디아라비아,0,기타
363,부에노스아이레스 플로레스 지역서 한국 길거리 음식 축제,아르헨티나,-1,음식/뷰티
364,"전 맨체스터 유나이티드 축구 선수 박지성, 팬들에게 인종적 편견 포함하는 응원가 중단을 촉구",미국,0,기타
365,한국에서 “러시안 시즌” 개막,러시아,0,기타
366,"박지성, 맨체스터 축구팬들에게 ‘인종차별적’ 개고기 관련 응원가 중지 요청",영국,0,기타
367,한류에 올라탄 델리,인도,0,기타
368,"인도 남자 선수들, 한국에 패하고 동메달로 마무리",인도,0,기타
369,"자신감 넘치는 인도, 한국과 아시아탁구선수권대회 준결승전",인도,0,기타
370,한국여행이 그리운 사람...2021 K-festival에 참가하세요,인도네시아,0,기타
371,한국문화에 매료된 아랍권,인도네시아,0,기타
372,"2021 K-페스티벌 런웨이에 등장한 바틱천의 한복, 그 모습은?",인도네시아,0,기타
373,"태권도 금메달리스트 파니팍, 관광 홍보",태국,0,기타
374,사진가 양승우씨 사진전 [코로나속에서도 조금이라도 웃어요],일본,0,기타
375,"관광청, 성수기 한국인, 인도인 관광객을 목표로 하다",태국,0,기타
376,"한국 국경일, 태국 국왕 라마10세 축하 메시지 발표",태국,0,기타
377,주태국 한국대사관 개최 '한국 국경일' 온라인 기념행사에 방콕 동참,태국,0,기타
378,괴로워하는 여자들의 이야기,일본,0,기타
379,"웹드라마 ""요리합시다!(Masak Yuk!)"", 한국 스타일 히트 음식 소개",인도네시아,-1,음식/뷰티
380,"무슬림으로 개종한 한국 유튜버, 서울 무슬림 친화적 관광지 여행",인도네시아,0,기타
381,최근 유행하는 한국의 매운 소스 고추장은 어떻게 요리할까?,아르헨티나,0,기타
382,정상에서,아르헨티나,0,기타
383,크렘린 박물관 무기고 한국어 오디오가이드 배치,러시아,0,기타
384,<오징어 게임>: 전 세계를 사로잡은 지옥 같은 호러쇼,영국,10,영화/드라마
385,세계적인 인지도 얻기 위해 노력하는 한국 주얼리 디자이너들,영국,0,기타
386,본훙빛 죽음 - 넷플릭스 드라마 <오징어 게임>,오스트리아,30,영화/드라마
387,게임에서 지는 사람은 죽는다,오스트리아,0,기타
388,뮤지컬 ‘마리퀴리’- 한국인의 눈으로 본 폴란드 여성 노벨상 수상자,폴란드,0,기타
389,"소프트파워, 위대한 힘",태국,0,기타
390,"한국대사관, 국경일 축하행사",태국,0,기타
391,뮤지컬 ‘마리퀴리’- 한국인의 눈으로 본 폴란드 여성 노벨상 수상자,리투아니아,0,기타
392,넷플릭스의 세계 정복을 이끈 피비린내 나는 눈부신 드라마 <오징어 게임>의 비밀,영국,20,영화/드라마
393,"코로나19로 관광업계 손실 3조5,500억 타이바트",태국,0,기타
394,한국대사관과 문화원이 주최하는 국경일 행사에 최영석 감독 참석,태국,0,기타
395,한국대사관과 문화원이 주최하는 국경일 행사에 최영석 감독 참석,태국,0,기타
396,"한국대사관과 한국문화원, 국경일 기념행사 개최",태국,0,기타
397,"한국대사관과 한국문화원, 국경일 기념행사 개최",태국,0,기타
398,"K팝 안무가 최용준, 방탄소년단의 댄스 영상에 국제 수화를 사용했다고 칭찬",인도,300,KPOP
399,"한국 주간: 김치, 비빔밥 등 한국의 전통 대표 음식을 맛볼 수 있는 대면·비대면 행사",아르헨티나,-1,음식/뷰티
400,시간의 흐름과 기억,아르헨티나,0,기타
401,"한국 선수로서 18년 만에 ATP 투어 우승, 권순우,",인도,0,기타
402,토트넘 핫스퍼 손흥민과 방탄소년단이 특별한 협력을 위해 같이 찾아온다,인도,100,KPOP
403,한국 선수 18년 만에 ATP 투어 우승한 권순우,인도,0,기타
404,비엔나 속의 한국 대중문화를 찾아서,오스트리아,0,기타
405,클럽배구 대회 참가 위해 해외 선수단 입국,태국,0,기타
406,특별관광비자 시행 연장,태국,0,기타
407,"한국 대선 후보, 오징어게임에 노출된 번호 12억 루피아에 사겠다고 밝혀",인도네시아,0,기타
408,"""메모리 랜드"", 부산국제영화제 진출",베트남,0,기타
409,아르헨티나 넷플릭스 최고 인기 드라마 <오징어 게임>에 대해 알아야 할 5가지,아르헨티나,30,영화/드라마
410,"“우리 음악은, 웰빙을 위한 기도와 같은 것”",스페인,0,기타
411,"한국, 이형택 이어 권순우 ATP투어 우승",인도네시아,0,기타
412,"손흥민, 황의조 월드컵 2022 예선 포함",인도네시아,0,기타
413,넷플릭스 오징어게임 관련 미디어주 주가 급등,인도네시아,10,영화/드라마
414,궁궐의 한국 문화,인도,0,기타
415,"주인도한국문화원, 힌디어 오류 있는 한국정자 안내문 10월 중순 교체 예정이라 확인",인도,0,기타
416,아요디아 소재 허왕후 기념공원의 한국정자 안내문 잘못된 힌디어 사용,인도,0,기타
417,"한국문화원, 온라인 태권도 수업",태국,0,기타
418,"2021 남미 현대미술 국제 비엔날레 비에날수르, 세계의 소원 담아",아르헨티나,0,기타
419,"""갑자기 다들 서울에 대해 이야기 합니다""",오스트리아,0,기타
420,가상공간의 유력자들,태국,0,기타
421,"주태국대사, 패럴림픽 메달리스트에 격려품 전달",태국,0,기타
422,"인도네시아 한국문화원, 제주-발리 사진전 개최",인도네시아,0,기타
423,출국하지 않고도 맛있는 한식을? 한중 미식축제가 소원 성취시켜준다!,중국,0,기타
424,韓 '슬세권' 굴기…이웃 서비스 인기,중국,0,기타
425,"한국, 오리건 LGPA 선두",스웨덴,0,기타
426,"(한일) 닮은 사진, 이어진 신뢰 - 가미야 다케시",일본,0,기타
427,"다문화 요리: 부에노스아이레스시 레스토랑 2곳, 특별한 행사 개최",아르헨티나,-1,음식/뷰티
428,"주스페인한국문화원, ‘책거리’ 전시회 개최",스페인,0,기타
429,"헝가리 음식과 김치, 생각보다 잘 어울려",헝가리,-1,음식/뷰티
430,헝가리한국영화제 : 여성의 운명과 한국의 마피아 조직 이야기,헝가리,0,기타
431,"한중도시관, 길림성에 개관",중국,0,기타
432,[논평] 점점 ‘이상한 단체’로 변해가는 ‘팬덤 단체’…‘단체 타파’ 피할 수 없어,중국,0,기타
433,'오징어게임' 미국 넷플릭스 한국드라마 부문 1위,인도네시아,20,영화/드라마
434,"우리가 알아야 할 예술가, 김수자",아르헨티나,0,기타
435,"부산국제영화제(BIFF), 풍성한 라인업 발표",태국,0,기타
436,"한국문화원, 케이팝 팬들과 패럴림픽 태권도 메달리스트 축하행사 개최",태국,100,KPOP
437,"한국문화원, 케이팝 팬들과 패럴림픽 태권도 메달리스트 축하행사 개최",태국,100,KPOP
438,"한국문화원, 케이팝 팬들과 패럴림픽 태권도 메달리스트 축하행사 개최",태국,100,KPOP
439,"韓 추석 극장가, 反사기 영화는 ‘필람’",중국,0,기타
440,"김정숙 영부인, BTS와 뉴욕에서 메트로폴리탄 박물관 방문",필리핀,100,KPOP
441,휴모가 선정한 이번 주 영화 (9월 24-30일),벨기에,10,영화/드라마
442,"넷플릭스의 ‘오징어 게임’, 쇠퇴하지 않을 가학적 파티",스페인,10,영화/드라마
443,"주스페인한국문화원, ‘책거리’ 전시회 개최",스페인,0,기타
444,한국관광공사 모스크바에서 한국 사진전 개최,러시아,0,기타
445,한국 제9회 상트페테르부르크 국제문화포럼 주빈국,러시아,0,기타
446,한국 서채현 스포츠클라이밍 세계선수권 리드 금메달 획득,러시아,0,기타
447,"할리우드 히트작 뛰어넘다, 넷플릭스 시청자들 열광",폴란드,10,영화/드라마
448,"한국 추석, 5000년된 한국 전통",UAE,0,기타
449,"한국의 고진영, 날씨 영향 속에서도 포틀랜드 클래식에서 우승",인도,0,기타
450,문화적 규제는 경제에도 악영향,태국,0,기타
451,팬데믹을 통해 어떻게 ‘괴짜’ 문화에 힘이 실렸는가,영국,0,기타
452,2021 한국 최신 액션 영화 12작품 추천,인도네시아,20,영화/드라마
453,코로나로 국제교류 어떻게 됐나? 온라인 활용으로 이어가 음악연주 등 방법 모색- 답변은 오누키 토모코(정치부기자),일본,0,기타
454,부에노스아이레스와 이구아수 폭포에서 펼쳐지는 한국 로맨틱 코미디 <새해전야>,아르헨티나,0,기타
